task,model,regime,test_rmse_mean,test_rmse_std,test_rmse_ci95_low,test_rmse_ci95_high,test_rmse_n,test_mae_mean,test_mae_std,test_mae_ci95_low,test_mae_ci95_high,test_mae_n,test_smape_mean,test_smape_std,test_smape_ci95_low,test_smape_ci95_high,test_smape_n,picp95_mean,picp95_std,picp95_ci95_low,picp95_ci95_high,picp95_n,mpiw95_mean,mpiw95_std,mpiw95_ci95_low,mpiw95_ci95_high,mpiw95_n
WS,mlp,medium,0.20857733045349003,0.00544921702658593,0.19504072493840366,0.2221139359685764,3,0.13215192240281096,0.006641749744804171,0.11565290138993925,0.14865094341568266,3,9.938288944820867,0.5564352847897986,8.556027069743124,11.32055081989861,3,0.9523730987722191,0.004456925262590777,0.9413014826491019,0.9634447148953363,3,0.7322274247805277,0.011601108304314366,0.7034086741440376,0.7610461754170178,3
WS,patchtst,high,0.2823241305182513,0.0118699227725127,0.2528376077238539,0.3118106533126487,3,0.1745692694393396,0.014708882092378674,0.13803038073642543,0.21110815814225375,3,11.810024906116412,0.6770031827997798,10.128255768769318,13.491794043463507,3,0.9089177221707342,0.02210984550005213,0.853993821163762,0.9638416231777064,3,0.7616332570711771,0.022802585190689922,0.7049884952742866,0.8182780188680676,3
WS,patchtst,low,0.1685314009026416,0.005698310305696726,0.15437601337918022,0.18268678842610298,3,0.10957430323386956,0.0028848841662552855,0.1024078536825322,0.11674075278520692,3,10.39618165573485,0.17262938112081075,9.967346499941838,10.825016811527862,3,0.9770330529122421,0.005232835611466989,0.9640339686305679,0.9900321371939163,3,0.7571187814076742,0.022358851089953353,0.7015763162243994,0.812661246590949,3
WS,patchtst,medium,0.23142541319469453,0.0038310672844476634,0.2219085144772631,0.24094231191212598,3,0.14686091226853795,0.0030016470878619066,0.13940440754030703,0.15431741699676887,3,11.259822921417745,0.1964356735225241,10.771849656893414,11.747796185942077,3,0.9411123327835806,0.0020319166888401246,0.9360647719097606,0.9461598936574007,3,0.7607125441233317,0.0221351391710229,0.7057258101544331,0.8156992780922302,3
WS,snn_tcn,high,0.527022446414422,0.018083791217794316,0.4820998186794364,0.5719450741494075,3,0.38247070186858245,0.02581711389281462,0.31833743563968303,0.4466039680974819,3,23.57556026488524,1.2902569351431157,20.370384354488547,26.780736175281934,3,0.8994542271650706,0.014555144006694224,0.8632972450385328,0.9356112092916085,3,1.6596355040868123,0.11456884731955704,1.3750307098720618,1.9442402983015628,3
WS,snn_tcn,low,0.44400219478155184,0.010118743146017161,0.4188658433373269,0.4691385462257768,3,0.3051499011302517,0.01619855998106559,0.2649104474057356,0.3453893548547678,3,25.298821122913427,1.4468158856999052,21.70473121933138,28.892911026495476,3,0.9345009883694203,0.008086035819448027,0.9144141618520144,0.9545878148868262,3,1.6403547525405884,0.10461052173413991,1.3804878104581542,1.9002216946230226,3
WS,snn_tcn,medium,0.499207953008663,0.014674771940770914,0.46275379861971017,0.5356621073976159,3,0.3588380111155109,0.01893014953104101,0.3118129127769618,0.40586310945405996,3,24.707393170091894,1.1800944257223565,21.77587610376497,27.63891023641882,3,0.9101704233095106,0.014743187386633714,0.8735463155314258,0.9467945310875954,3,1.6552277008692424,0.11131494901902418,1.378706038132946,1.931749363605539,3
WS,tcn,high,0.21571010025284543,0.004947097140669819,0.2034208296821676,0.22799937082352326,3,0.13290009804874822,0.005438273366182822,0.11939067809317347,0.14640951800432297,3,8.92146728188346,0.31388594900151573,8.141731358789917,9.701203204977004,3,0.9364432087323654,0.00971873671580793,0.9123005283463536,0.9605858891183773,3,0.6824145913124084,0.018810839774928555,0.6356858748383944,0.7291433077864224,3
WS,tcn,low,0.17230105659203923,0.008440167068952174,0.15133451928284172,0.19326759390123674,3,0.10780209603268202,0.00299157656106098,0.10037060787985418,0.11523358418550987,3,9.766675690764387,0.22243142446081646,9.214125400989776,10.319225980538999,3,0.9695122511837447,0.002539129562545585,0.9632047036824833,0.9758197986850061,3,0.6816234588623047,0.018165820162240137,0.6364970599329687,0.7267498577916407,3
WS,tcn,medium,0.20543286969305505,0.008756070601033377,0.1836815845065492,0.2271841548795609,3,0.12807118340968998,0.0028824623480194307,0.12091074998836325,0.13523161683101673,3,9.614281488174385,0.14353103006156928,9.257730643596489,9.97083233275228,3,0.9426149899212021,0.0010085875536473704,0.9401095195436157,0.9451204602987885,3,0.6820665200551351,0.018617986890296513,0.6358168767046495,0.7283161634056208,3
