protocol_id,task,mode,seed,fraction,regime,regime_n,ramp_q33,ramp_q67,test_rmse,test_mae,test_smape,rmse_h1,mae_h1,smape_h1,rmse_h2,mae_h2,smape_h2,rmse_h4,mae_h4,smape_h4,rmse_h8,mae_h8,smape_h8,rmse_h24,mae_h24,smape_h24,picp95,mpiw95
SpikeLoRA-TS-R2-corrected-v1,SR,fullft,0,0.2,medium,7005,120.0,530.0,98.80912496902994,64.71362132691213,83.3957981217028,83.74405753698588,56.82644624240393,76.31195468335183,84.52904002483935,56.36877177508706,77.07016703430637,88.21744402093422,58.508542952717924,82.45959447830751,102.70962273134054,65.42097947789804,100.46342130255772,127.77482566705777,86.44336618645373,80.67385310999049,0.9842969307637401,466.02801513671875
SpikeLoRA-TS-R2-corrected-v1,SR,fullft,0,0.2,high,6988,120.0,530.0,109.5921685923872,77.08750738723658,67.70473517187519,121.69987909357967,82.30208943240903,76.33312441027074,117.75666444655894,80.28033520961122,71.59856799897251,113.86937806704627,80.09632432235604,63.12414899943257,112.49163792491852,85.14021235107352,49.58613474949713,75.85592018117521,57.61857562073313,77.88169970120296,0.9844876931883229,491.1706237792969
SpikeLoRA-TS-R2-corrected-v1,SR,lora,0,0.2,low,7008,120.0,530.0,45.963070420458564,24.507561912493074,191.8407679309911,41.09938000026136,22.19697827182404,188.91813778471013,39.207956934469195,19.58833736916111,193.05170162406014,40.30495945364215,20.75014959296135,197.1009582693271,38.505480987654096,20.72714695865161,198.0608322604957,65.03410233368922,39.275197369867264,182.07220971636232,0.9973744292237443,351.19720458984375
SpikeLoRA-TS-R2-corrected-v1,SR,lora,0,0.2,medium,7005,120.0,530.0,95.0833538888728,60.41367083400424,81.54791937981977,83.23288089576452,53.00671893711349,74.2364956501079,83.55453775062259,52.379530130804305,74.69247544781324,86.69764185422538,55.206759012945206,80.56084363459848,98.1409996329356,62.2318129937705,98.52011632604231,118.94120724466758,79.24353309538772,79.72966584053697,0.9868950749464668,515.3690185546875
SpikeLoRA-TS-R2-corrected-v1,SR,lora,0,0.2,high,6988,120.0,530.0,109.36356981163455,69.43647395779763,67.41570176304485,123.5699776099676,77.20652483529068,78.08569602693659,119.68461495916821,74.17955792038933,71.37069904852123,113.86613791109684,72.03452849865779,60.97233224841588,113.27390037924333,77.59953663590709,46.33809574492798,66.41936250336502,46.16222189874327,80.3116857464226,0.9816256439610761,535.7822875976562
SpikeLoRA-TS-R2-corrected-v1,SR,spikelora,0,0.2,low,7008,120.0,530.0,40.642562651188044,23.006229418488942,191.9978042587597,38.46681610974708,21.859320769026944,189.06177141704313,36.70630920380193,20.549799497813396,193.16102040358632,36.07380420231802,20.90787009343709,197.05578724559575,34.197611523136295,20.485119912178003,197.88373581704587,54.41731740703498,31.22903681998928,182.82670641052724,0.996175799086758,286.4330749511719
SpikeLoRA-TS-R2-corrected-v1,SR,spikelora,0,0.2,medium,7005,120.0,530.0,87.01594867438762,53.32227379765534,80.11193882482061,75.01145465810313,46.10631487871561,72.68429536610142,75.90930778941173,45.749215884484364,73.00526519687911,79.90844690126718,49.188129582428914,78.4086862556459,88.15642346876791,54.07657242093573,97.40550523032026,110.96405000967037,71.4911362217121,79.05594207515634,0.9810992148465382,423.5795593261719
SpikeLoRA-TS-R2-corrected-v1,SR,spikelora,0,0.2,high,6988,120.0,530.0,72.482940004727,45.59209421394754,62.50157747861144,72.64466520270311,43.719460733563274,71.20405929824054,71.80486334666223,43.361341540855754,65.48795112303485,74.04528925162404,45.05095968590372,55.97573014742232,77.91790842722305,51.494722123956706,38.230579430253556,65.43540220682401,44.33398698545826,81.60956739410594,0.9884373211219233,439.6854248046875
SpikeLoRA-TS-R2-corrected-v1,SR,fullft,0,0.5,low,7008,120.0,530.0,93.05490501764805,45.38056317573269,191.99399595872205,99.50387190237174,47.70710901256021,189.4290960422234,102.86911808353722,49.31364660938036,193.2609060200659,101.24494103271547,48.15347965449503,197.02732321634326,96.59870486646734,47.68154109994026,197.97069228313333,56.84323085269062,34.04703950228756,182.28196223184426,0.9758561643835616,372.5308532714844
SpikeLoRA-TS-R2-corrected-v1,SR,fullft,0,0.5,medium,7005,120.0,530.0,123.28530146625812,83.63749197895233,86.0483010628886,93.864213810092,65.93756920694028,77.47642013084982,95.71965846611934,67.09289384688078,77.88684367722436,106.54600867432657,74.12005322910393,83.73088651760789,127.62557797579304,87.58268558847998,101.2784053525258,174.30790004755562,123.45425802335664,89.86894963623514,0.977558886509636,514.0762939453125
SpikeLoRA-TS-R2-corrected-v1,SR,fullft,0,0.5,high,6988,120.0,530.0,120.35334014890847,87.21931584996364,68.97716145994839,130.76366210622078,90.17527032621807,78.35539347469847,119.53901509129061,83.53175387958424,71.99268345970255,118.14262943752935,85.6387194648223,64.40855133120327,112.65256373486547,85.49709481434202,47.08186109608219,119.9484887863008,91.25374076485156,83.04731793805544,0.9896680022896394,537.9965209960938
SpikeLoRA-TS-R2-corrected-v1,SR,lora,0,0.5,low,7008,120.0,530.0,52.58614553377962,29.356761836570147,191.8758614100549,52.514373479613994,28.198859517432783,188.55780792966573,51.2415148417472,24.82768787749826,192.93907732415678,51.00426044238709,27.655174678863457,197.1125122195644,46.75048958552253,28.226965834561003,197.95174572296685,60.46501786574586,37.875121274495235,182.81816385392088,0.9947773972602739,330.92333984375
